word	onset	duration
J'avais	0.7	0.3
ainsi	1.0499999999999998	0.3
appris	1.3999999999999997	0.3
une	1.7499999999999996	0.3
seconde	2.0999999999999996	0.3
chose	2.4499999999999993	0.3
très	2.799999999999999	0.3
importante:	3.1499999999999995	0.3
c'est	3.499999999999999	0.3
que	3.8499999999999988	0.3
sa	4.199999999999998	0.3
planète	4.549999999999999	0.3
d'origine	4.899999999999999	0.3
était	5.249999999999998	0.3
à	5.599999999999999	0.3
peine	5.949999999999998	0.3
plus	6.299999999999998	0.3
grande	6.649999999999998	0.3
qu'une	6.999999999999997	0.3
maison!	7.349999999999998	0.3
ça	7.6999999999999975	0.3
ne	8.049999999999997	0.3
pouvait	8.399999999999997	0.3
pas	8.749999999999996	0.3
m'étonner	9.099999999999996	0.3
beaucoup.	9.449999999999996	0.3
Je	9.999999999999995	0.3
savais	10.349999999999994	0.3
bien	10.699999999999996	0.3
qu'en	11.049999999999995	0.3
dehors	11.399999999999995	0.3
des	11.749999999999995	0.3
grosses	12.099999999999994	0.3
planètes	12.449999999999994	0.3
comme	12.799999999999994	0.3
la	13.149999999999993	0.3
terre,	13.499999999999993	0.3
jupiter,	13.849999999999994	0.3
mars,	14.199999999999994	0.3
vénus,	14.549999999999994	0.3
auxquelles	14.899999999999993	0.3
on	15.249999999999993	0.3
a	15.599999999999993	0.3
donné	15.949999999999992	0.3
des	16.299999999999994	0.3
noms,	16.649999999999995	0.3
il	16.999999999999993	0.3
y	17.34999999999999	0.3
en	17.699999999999992	0.3
a	18.049999999999994	0.3
des	18.39999999999999	0.3
centaines	18.749999999999993	0.3
d'autres	19.09999999999999	0.3
qui	19.449999999999992	0.3
sont	19.79999999999999	0.3
quelquefois	20.14999999999999	0.3
si	20.499999999999993	0.3
petites	20.84999999999999	0.3
qu'on	21.199999999999992	0.3
a	21.54999999999999	0.3
beaucoup	21.89999999999999	0.3
de	22.24999999999999	0.3
mal	22.59999999999999	0.3
à	22.94999999999999	0.3
les	23.29999999999999	0.3
apercevoir	23.64999999999999	0.3
